,T1_Spelling,T1_ID,T1_Seed,T2_Spelling,T2_ID,T2_Seed
7,uconn,1163,1,creighton,1166,3
8,uconn,1163,1,baylor,1124,3
9,uconn,1163,1,illinois,1228,3
10,uconn,1163,1,kentucky,1246,3
11,uconn,1163,1,alabama,1104,4
12,uconn,1163,1,kansas,1242,4
13,uconn,1163,1,auburn,1120,4
14,uconn,1163,1,duke,1181,4
15,uconn,1163,1,saint mary's,1388,5
16,uconn,1163,1,gonzaga,1211,5
17,uconn,1163,1,wisconsin,1458,5
18,uconn,1163,1,san diego state,1361,5
19,uconn,1163,1,texas tech,1403,6
20,uconn,1163,1,clemson,1155,6
21,uconn,1163,1,byu,1140,6
22,uconn,1163,1,south carolina,1376,6
23,uconn,1163,1,texas,1400,7
24,uconn,1163,1,florida,1196,7
25,uconn,1163,1,washington state,1450,7
26,uconn,1163,1,dayton,1173,7
27,uconn,1163,1,florida atlantic,1194,8
28,uconn,1163,1,utah state,1429,8
29,uconn,1163,1,mississippi state,1280,8
30,uconn,1163,1,nebraska,1304,8
31,uconn,1163,1,texas a&m,1401,9
32,uconn,1163,1,northwestern,1321,9
33,uconn,1163,1,michigan state,1277,9
34,uconn,1163,1,tcu,1395,9
35,uconn,1163,1,virginia,1438,10
36,uconn,1163,1,colorado,1160,10
37,uconn,1163,1,boise state,1129,10
38,uconn,1163,1,drake,1179,10
39,uconn,1163,1,nevada,1305,10
40,uconn,1163,1,colorado state,1161,10
41,uconn,1163,1,new mexico,1307,11
42,uconn,1163,1,oregon,1332,11
43,uconn,1163,1,north carolina state,1301,11
44,uconn,1163,1,duquesne,1182,11
45,uconn,1163,1,mcneese,1270,12
46,uconn,1163,1,james madison,1241,12
47,uconn,1163,1,uab,1412,12
48,uconn,1163,1,grand canyon,1213,12
49,uconn,1163,1,samford,1359,13
50,uconn,1163,1,vermont,1436,13
51,uconn,1163,1,yale,1463,13
52,uconn,1163,1,charleston,1158,13
53,uconn,1163,1,oakland,1324,14
54,uconn,1163,1,akron,1103,14
55,uconn,1163,1,morehead state,1287,14
56,uconn,1163,1,colgate,1159,14
57,uconn,1163,1,long beach state,1253,15
58,uconn,1163,1,south dakota state,1355,15
59,uconn,1163,1,saint peter's,1389,15
60,uconn,1163,1,western kentucky,1443,15
61,uconn,1163,1,grambling state,1212,16
62,uconn,1163,1,stetson,1391,16
63,uconn,1163,1,howard,1224,16
64,uconn,1163,1,longwood,1255,16
65,uconn,1163,1,montana state,1286,16
66,uconn,1163,1,wagner,1447,16
67,north carolina,1314,1,houston,1222,1
68,north carolina,1314,1,purdue,1345,1
69,north carolina,1314,1,arizona,1112,2
70,north carolina,1314,1,iowa state,1235,2
71,north carolina,1314,1,tennessee,1397,2
72,north carolina,1314,1,marquette,1266,2
73,north carolina,1314,1,creighton,1166,3
74,north carolina,1314,1,baylor,1124,3
75,north carolina,1314,1,illinois,1228,3
76,north carolina,1314,1,kentucky,1246,3
77,north carolina,1314,1,alabama,1104,4
78,north carolina,1314,1,kansas,1242,4
79,north carolina,1314,1,auburn,1120,4
80,north carolina,1314,1,duke,1181,4
81,north carolina,1314,1,saint mary's,1388,5
82,north carolina,1314,1,gonzaga,1211,5
83,north carolina,1314,1,wisconsin,1458,5
84,north carolina,1314,1,san diego state,1361,5
85,north carolina,1314,1,texas tech,1403,6
86,north carolina,1314,1,clemson,1155,6
87,north carolina,1314,1,byu,1140,6
88,north carolina,1314,1,south carolina,1376,6
89,north carolina,1314,1,texas,1400,7
90,north carolina,1314,1,florida,1196,7
91,north carolina,1314,1,washington state,1450,7
92,north carolina,1314,1,dayton,1173,7
93,north carolina,1314,1,florida atlantic,1194,8
94,north carolina,1314,1,utah state,1429,8
95,north carolina,1314,1,mississippi state,1280,8
96,north carolina,1314,1,nebraska,1304,8
97,north carolina,1314,1,texas a&m,1401,9
98,north carolina,1314,1,northwestern,1321,9
99,north carolina,1314,1,michigan state,1277,9
100,north carolina,1314,1,tcu,1395,9
101,north carolina,1314,1,virginia,1438,10
102,north carolina,1314,1,colorado,1160,10
103,north carolina,1314,1,boise state,1129,10
104,north carolina,1314,1,drake,1179,10
105,north carolina,1314,1,nevada,1305,10
106,north carolina,1314,1,colorado state,1161,10
107,north carolina,1314,1,new mexico,1307,11
108,north carolina,1314,1,oregon,1332,11
109,north carolina,1314,1,north carolina state,1301,11
110,north carolina,1314,1,duquesne,1182,11
111,north carolina,1314,1,mcneese,1270,12
112,north carolina,1314,1,james madison,1241,12
113,north carolina,1314,1,uab,1412,12
114,north carolina,1314,1,grand canyon,1213,12
115,north carolina,1314,1,samford,1359,13
116,north carolina,1314,1,vermont,1436,13
117,north carolina,1314,1,yale,1463,13
118,north carolina,1314,1,charleston,1158,13
119,north carolina,1314,1,oakland,1324,14
120,north carolina,1314,1,akron,1103,14
121,north carolina,1314,1,morehead state,1287,14
122,north carolina,1314,1,colgate,1159,14
123,north carolina,1314,1,long beach state,1253,15
124,north carolina,1314,1,south dakota state,1355,15
125,north carolina,1314,1,saint peter's,1389,15
126,north carolina,1314,1,western kentucky,1443,15
127,north carolina,1314,1,grambling state,1212,16
128,north carolina,1314,1,stetson,1391,16
129,north carolina,1314,1,howard,1224,16
130,north carolina,1314,1,longwood,1255,16
131,north carolina,1314,1,montana state,1286,16
132,north carolina,1314,1,wagner,1447,16
133,houston,1222,1,purdue,1345,1
134,houston,1222,1,arizona,1112,2
135,houston,1222,1,iowa state,1235,2
136,houston,1222,1,tennessee,1397,2
137,houston,1222,1,marquette,1266,2
138,houston,1222,1,creighton,1166,3
139,houston,1222,1,baylor,1124,3
140,houston,1222,1,illinois,1228,3
141,houston,1222,1,kentucky,1246,3
142,houston,1222,1,alabama,1104,4
143,houston,1222,1,kansas,1242,4
144,houston,1222,1,auburn,1120,4
145,houston,1222,1,duke,1181,4
146,houston,1222,1,saint mary's,1388,5
147,houston,1222,1,gonzaga,1211,5
148,houston,1222,1,wisconsin,1458,5
149,houston,1222,1,san diego state,1361,5
150,houston,1222,1,texas tech,1403,6
151,houston,1222,1,clemson,1155,6
152,houston,1222,1,byu,1140,6
153,houston,1222,1,south carolina,1376,6
154,houston,1222,1,texas,1400,7
155,houston,1222,1,florida,1196,7
156,houston,1222,1,washington state,1450,7
157,houston,1222,1,dayton,1173,7
158,houston,1222,1,florida atlantic,1194,8
159,houston,1222,1,utah state,1429,8
160,houston,1222,1,mississippi state,1280,8
161,houston,1222,1,nebraska,1304,8
162,houston,1222,1,texas a&m,1401,9
163,houston,1222,1,northwestern,1321,9
164,houston,1222,1,michigan state,1277,9
165,houston,1222,1,tcu,1395,9
166,houston,1222,1,virginia,1438,10
167,houston,1222,1,colorado,1160,10
168,houston,1222,1,boise state,1129,10
169,houston,1222,1,drake,1179,10
170,houston,1222,1,nevada,1305,10
171,houston,1222,1,colorado state,1161,10
172,houston,1222,1,new mexico,1307,11
173,houston,1222,1,oregon,1332,11
174,houston,1222,1,north carolina state,1301,11
175,houston,1222,1,duquesne,1182,11
176,houston,1222,1,mcneese,1270,12
177,houston,1222,1,james madison,1241,12
178,houston,1222,1,uab,1412,12
179,houston,1222,1,grand canyon,1213,12
180,houston,1222,1,samford,1359,13
181,houston,1222,1,vermont,1436,13
182,houston,1222,1,yale,1463,13
183,houston,1222,1,charleston,1158,13
184,houston,1222,1,oakland,1324,14
185,houston,1222,1,akron,1103,14
186,houston,1222,1,morehead state,1287,14
187,houston,1222,1,colgate,1159,14
188,houston,1222,1,long beach state,1253,15
189,houston,1222,1,south dakota state,1355,15
190,houston,1222,1,saint peter's,1389,15
191,houston,1222,1,western kentucky,1443,15
192,houston,1222,1,grambling state,1212,16
193,houston,1222,1,stetson,1391,16
194,houston,1222,1,howard,1224,16
195,houston,1222,1,longwood,1255,16
196,houston,1222,1,montana state,1286,16
197,houston,1222,1,wagner,1447,16
198,purdue,1345,1,arizona,1112,2
199,purdue,1345,1,iowa state,1235,2
200,purdue,1345,1,tennessee,1397,2
201,purdue,1345,1,marquette,1266,2
202,purdue,1345,1,creighton,1166,3
203,purdue,1345,1,baylor,1124,3
204,purdue,1345,1,illinois,1228,3
205,purdue,1345,1,kentucky,1246,3
206,purdue,1345,1,alabama,1104,4
207,purdue,1345,1,kansas,1242,4
208,purdue,1345,1,auburn,1120,4
209,purdue,1345,1,duke,1181,4
210,purdue,1345,1,saint mary's,1388,5
211,purdue,1345,1,gonzaga,1211,5
212,purdue,1345,1,wisconsin,1458,5
213,purdue,1345,1,san diego state,1361,5
214,purdue,1345,1,texas tech,1403,6
215,purdue,1345,1,clemson,1155,6
216,purdue,1345,1,byu,1140,6
217,purdue,1345,1,south carolina,1376,6
218,purdue,1345,1,texas,1400,7
219,purdue,1345,1,florida,1196,7
220,purdue,1345,1,washington state,1450,7
221,purdue,1345,1,dayton,1173,7
222,purdue,1345,1,florida atlantic,1194,8
223,purdue,1345,1,utah state,1429,8
224,purdue,1345,1,mississippi state,1280,8
225,purdue,1345,1,nebraska,1304,8
226,purdue,1345,1,texas a&m,1401,9
227,purdue,1345,1,northwestern,1321,9
228,purdue,1345,1,michigan state,1277,9
229,purdue,1345,1,tcu,1395,9
230,purdue,1345,1,virginia,1438,10
231,purdue,1345,1,colorado,1160,10
232,purdue,1345,1,boise state,1129,10
233,purdue,1345,1,drake,1179,10
234,purdue,1345,1,nevada,1305,10
235,purdue,1345,1,colorado state,1161,10
236,purdue,1345,1,new mexico,1307,11
237,purdue,1345,1,oregon,1332,11
238,purdue,1345,1,north carolina state,1301,11
239,purdue,1345,1,duquesne,1182,11
240,purdue,1345,1,mcneese,1270,12
241,purdue,1345,1,james madison,1241,12
242,purdue,1345,1,uab,1412,12
243,purdue,1345,1,grand canyon,1213,12
244,purdue,1345,1,samford,1359,13
245,purdue,1345,1,vermont,1436,13
246,purdue,1345,1,yale,1463,13
247,purdue,1345,1,charleston,1158,13
248,purdue,1345,1,oakland,1324,14
249,purdue,1345,1,akron,1103,14
250,purdue,1345,1,morehead state,1287,14
251,purdue,1345,1,colgate,1159,14
252,purdue,1345,1,long beach state,1253,15
253,purdue,1345,1,south dakota state,1355,15
254,purdue,1345,1,saint peter's,1389,15
255,purdue,1345,1,western kentucky,1443,15
256,purdue,1345,1,grambling state,1212,16
257,purdue,1345,1,stetson,1391,16
258,purdue,1345,1,howard,1224,16
259,purdue,1345,1,longwood,1255,16
260,purdue,1345,1,montana state,1286,16
261,purdue,1345,1,wagner,1447,16
262,arizona,1112,2,iowa state,1235,2
263,arizona,1112,2,tennessee,1397,2
264,arizona,1112,2,marquette,1266,2
265,arizona,1112,2,creighton,1166,3
266,arizona,1112,2,baylor,1124,3
267,arizona,1112,2,illinois,1228,3
268,arizona,1112,2,kentucky,1246,3
269,arizona,1112,2,alabama,1104,4
270,arizona,1112,2,kansas,1242,4
271,arizona,1112,2,auburn,1120,4
272,arizona,1112,2,duke,1181,4
273,arizona,1112,2,saint mary's,1388,5
274,arizona,1112,2,gonzaga,1211,5
275,arizona,1112,2,wisconsin,1458,5
276,arizona,1112,2,san diego state,1361,5
277,arizona,1112,2,texas tech,1403,6
278,arizona,1112,2,clemson,1155,6
279,arizona,1112,2,byu,1140,6
280,arizona,1112,2,south carolina,1376,6
281,arizona,1112,2,texas,1400,7
282,arizona,1112,2,florida,1196,7
283,arizona,1112,2,washington state,1450,7
284,arizona,1112,2,dayton,1173,7
285,arizona,1112,2,florida atlantic,1194,8
286,arizona,1112,2,utah state,1429,8
287,arizona,1112,2,mississippi state,1280,8
288,arizona,1112,2,nebraska,1304,8
289,arizona,1112,2,texas a&m,1401,9
290,arizona,1112,2,northwestern,1321,9
291,arizona,1112,2,michigan state,1277,9
292,arizona,1112,2,tcu,1395,9
293,arizona,1112,2,virginia,1438,10
294,arizona,1112,2,colorado,1160,10
295,arizona,1112,2,boise state,1129,10
296,arizona,1112,2,drake,1179,10
297,arizona,1112,2,nevada,1305,10
298,arizona,1112,2,colorado state,1161,10
299,arizona,1112,2,new mexico,1307,11
300,arizona,1112,2,oregon,1332,11
301,arizona,1112,2,north carolina state,1301,11
302,arizona,1112,2,duquesne,1182,11
303,arizona,1112,2,mcneese,1270,12
304,arizona,1112,2,james madison,1241,12
305,arizona,1112,2,uab,1412,12
306,arizona,1112,2,grand canyon,1213,12
307,arizona,1112,2,samford,1359,13
308,arizona,1112,2,vermont,1436,13
309,arizona,1112,2,yale,1463,13
310,arizona,1112,2,charleston,1158,13
311,arizona,1112,2,oakland,1324,14
312,arizona,1112,2,akron,1103,14
313,arizona,1112,2,morehead state,1287,14
314,arizona,1112,2,colgate,1159,14
315,arizona,1112,2,long beach state,1253,15
316,arizona,1112,2,south dakota state,1355,15
317,arizona,1112,2,saint peter's,1389,15
318,arizona,1112,2,western kentucky,1443,15
319,arizona,1112,2,grambling state,1212,16
320,arizona,1112,2,stetson,1391,16
321,arizona,1112,2,howard,1224,16
322,arizona,1112,2,longwood,1255,16
323,arizona,1112,2,montana state,1286,16
324,arizona,1112,2,wagner,1447,16
325,iowa state,1235,2,tennessee,1397,2
326,iowa state,1235,2,marquette,1266,2
327,iowa state,1235,2,creighton,1166,3
328,iowa state,1235,2,baylor,1124,3
329,iowa state,1235,2,illinois,1228,3
330,iowa state,1235,2,kentucky,1246,3
331,iowa state,1235,2,alabama,1104,4
332,iowa state,1235,2,kansas,1242,4
333,iowa state,1235,2,auburn,1120,4
334,iowa state,1235,2,duke,1181,4
335,iowa state,1235,2,saint mary's,1388,5
336,iowa state,1235,2,gonzaga,1211,5
337,iowa state,1235,2,wisconsin,1458,5
338,iowa state,1235,2,san diego state,1361,5
339,iowa state,1235,2,texas tech,1403,6
340,iowa state,1235,2,clemson,1155,6
341,iowa state,1235,2,byu,1140,6
342,iowa state,1235,2,south carolina,1376,6
343,iowa state,1235,2,texas,1400,7
344,iowa state,1235,2,florida,1196,7
345,iowa state,1235,2,washington state,1450,7
346,iowa state,1235,2,dayton,1173,7
347,iowa state,1235,2,florida atlantic,1194,8
348,iowa state,1235,2,utah state,1429,8
349,iowa state,1235,2,mississippi state,1280,8
350,iowa state,1235,2,nebraska,1304,8
351,iowa state,1235,2,texas a&m,1401,9
352,iowa state,1235,2,northwestern,1321,9
353,iowa state,1235,2,michigan state,1277,9
354,iowa state,1235,2,tcu,1395,9
355,iowa state,1235,2,virginia,1438,10
356,iowa state,1235,2,colorado,1160,10
357,iowa state,1235,2,boise state,1129,10
358,iowa state,1235,2,drake,1179,10
359,iowa state,1235,2,nevada,1305,10
360,iowa state,1235,2,colorado state,1161,10
361,iowa state,1235,2,new mexico,1307,11
362,iowa state,1235,2,oregon,1332,11
363,iowa state,1235,2,north carolina state,1301,11
364,iowa state,1235,2,duquesne,1182,11
365,iowa state,1235,2,mcneese,1270,12
366,iowa state,1235,2,james madison,1241,12
367,iowa state,1235,2,uab,1412,12
368,iowa state,1235,2,grand canyon,1213,12
369,iowa state,1235,2,samford,1359,13
370,iowa state,1235,2,vermont,1436,13
371,iowa state,1235,2,yale,1463,13
372,iowa state,1235,2,charleston,1158,13
373,iowa state,1235,2,oakland,1324,14
374,iowa state,1235,2,akron,1103,14
375,iowa state,1235,2,morehead state,1287,14
376,iowa state,1235,2,colgate,1159,14
377,iowa state,1235,2,long beach state,1253,15
378,iowa state,1235,2,south dakota state,1355,15
379,iowa state,1235,2,saint peter's,1389,15
380,iowa state,1235,2,western kentucky,1443,15
381,iowa state,1235,2,grambling state,1212,16
382,iowa state,1235,2,stetson,1391,16
383,iowa state,1235,2,howard,1224,16
384,iowa state,1235,2,longwood,1255,16
385,iowa state,1235,2,montana state,1286,16
386,iowa state,1235,2,wagner,1447,16
387,tennessee,1397,2,marquette,1266,2
388,tennessee,1397,2,creighton,1166,3
389,tennessee,1397,2,baylor,1124,3
390,tennessee,1397,2,illinois,1228,3
391,tennessee,1397,2,kentucky,1246,3
392,tennessee,1397,2,alabama,1104,4
393,tennessee,1397,2,kansas,1242,4
394,tennessee,1397,2,auburn,1120,4
395,tennessee,1397,2,duke,1181,4
396,tennessee,1397,2,saint mary's,1388,5
397,tennessee,1397,2,gonzaga,1211,5
398,tennessee,1397,2,wisconsin,1458,5
399,tennessee,1397,2,san diego state,1361,5
400,tennessee,1397,2,texas tech,1403,6
401,tennessee,1397,2,clemson,1155,6
402,tennessee,1397,2,byu,1140,6
403,tennessee,1397,2,south carolina,1376,6
404,tennessee,1397,2,texas,1400,7
405,tennessee,1397,2,florida,1196,7
406,tennessee,1397,2,washington state,1450,7
407,tennessee,1397,2,dayton,1173,7
408,tennessee,1397,2,florida atlantic,1194,8
409,tennessee,1397,2,utah state,1429,8
410,tennessee,1397,2,mississippi state,1280,8
411,tennessee,1397,2,nebraska,1304,8
412,tennessee,1397,2,texas a&m,1401,9
413,tennessee,1397,2,northwestern,1321,9
414,tennessee,1397,2,michigan state,1277,9
415,tennessee,1397,2,tcu,1395,9
416,tennessee,1397,2,virginia,1438,10
417,tennessee,1397,2,colorado,1160,10
418,tennessee,1397,2,boise state,1129,10
419,tennessee,1397,2,drake,1179,10
420,tennessee,1397,2,nevada,1305,10
421,tennessee,1397,2,colorado state,1161,10
422,tennessee,1397,2,new mexico,1307,11
423,tennessee,1397,2,oregon,1332,11
424,tennessee,1397,2,north carolina state,1301,11
425,tennessee,1397,2,duquesne,1182,11
426,tennessee,1397,2,mcneese,1270,12
427,tennessee,1397,2,james madison,1241,12
428,tennessee,1397,2,uab,1412,12
429,tennessee,1397,2,grand canyon,1213,12
430,tennessee,1397,2,samford,1359,13
431,tennessee,1397,2,vermont,1436,13
432,tennessee,1397,2,yale,1463,13
433,tennessee,1397,2,charleston,1158,13
434,tennessee,1397,2,oakland,1324,14
435,tennessee,1397,2,akron,1103,14
436,tennessee,1397,2,morehead state,1287,14
437,tennessee,1397,2,colgate,1159,14
438,tennessee,1397,2,long beach state,1253,15
439,tennessee,1397,2,south dakota state,1355,15
440,tennessee,1397,2,saint peter's,1389,15
441,tennessee,1397,2,western kentucky,1443,15
442,tennessee,1397,2,grambling state,1212,16
443,tennessee,1397,2,stetson,1391,16
444,tennessee,1397,2,howard,1224,16
445,tennessee,1397,2,longwood,1255,16
446,tennessee,1397,2,montana state,1286,16
447,tennessee,1397,2,wagner,1447,16
448,marquette,1266,2,creighton,1166,3
449,marquette,1266,2,baylor,1124,3
450,marquette,1266,2,illinois,1228,3
451,marquette,1266,2,kentucky,1246,3
452,marquette,1266,2,alabama,1104,4
453,marquette,1266,2,kansas,1242,4
454,marquette,1266,2,auburn,1120,4
455,marquette,1266,2,duke,1181,4
456,marquette,1266,2,saint mary's,1388,5
457,marquette,1266,2,gonzaga,1211,5
458,marquette,1266,2,wisconsin,1458,5
459,marquette,1266,2,san diego state,1361,5
460,marquette,1266,2,texas tech,1403,6
461,marquette,1266,2,clemson,1155,6
462,marquette,1266,2,byu,1140,6
463,marquette,1266,2,south carolina,1376,6
464,marquette,1266,2,texas,1400,7
465,marquette,1266,2,florida,1196,7
466,marquette,1266,2,washington state,1450,7
467,marquette,1266,2,dayton,1173,7
468,marquette,1266,2,florida atlantic,1194,8
469,marquette,1266,2,utah state,1429,8
470,marquette,1266,2,mississippi state,1280,8
471,marquette,1266,2,nebraska,1304,8
472,marquette,1266,2,texas a&m,1401,9
473,marquette,1266,2,northwestern,1321,9
474,marquette,1266,2,michigan state,1277,9
475,marquette,1266,2,tcu,1395,9
476,marquette,1266,2,virginia,1438,10
477,marquette,1266,2,colorado,1160,10
478,marquette,1266,2,boise state,1129,10
479,marquette,1266,2,drake,1179,10
480,marquette,1266,2,nevada,1305,10
481,marquette,1266,2,colorado state,1161,10
482,marquette,1266,2,new mexico,1307,11
483,marquette,1266,2,oregon,1332,11
484,marquette,1266,2,north carolina state,1301,11
485,marquette,1266,2,duquesne,1182,11
486,marquette,1266,2,mcneese,1270,12
487,marquette,1266,2,james madison,1241,12
488,marquette,1266,2,uab,1412,12
489,marquette,1266,2,grand canyon,1213,12
490,marquette,1266,2,samford,1359,13
491,marquette,1266,2,vermont,1436,13
492,marquette,1266,2,yale,1463,13
493,marquette,1266,2,charleston,1158,13
494,marquette,1266,2,oakland,1324,14
495,marquette,1266,2,akron,1103,14
496,marquette,1266,2,morehead state,1287,14
497,marquette,1266,2,colgate,1159,14
498,marquette,1266,2,long beach state,1253,15
499,marquette,1266,2,south dakota state,1355,15
500,marquette,1266,2,saint peter's,1389,15
501,marquette,1266,2,western kentucky,1443,15
502,marquette,1266,2,grambling state,1212,16
503,marquette,1266,2,stetson,1391,16
504,marquette,1266,2,howard,1224,16
505,marquette,1266,2,longwood,1255,16
506,marquette,1266,2,montana state,1286,16
507,marquette,1266,2,wagner,1447,16
508,creighton,1166,3,baylor,1124,3
509,creighton,1166,3,illinois,1228,3
510,creighton,1166,3,kentucky,1246,3
511,creighton,1166,3,alabama,1104,4
512,creighton,1166,3,kansas,1242,4
513,creighton,1166,3,auburn,1120,4
514,creighton,1166,3,duke,1181,4
515,creighton,1166,3,saint mary's,1388,5
516,creighton,1166,3,gonzaga,1211,5
517,creighton,1166,3,wisconsin,1458,5
518,creighton,1166,3,san diego state,1361,5
519,creighton,1166,3,texas tech,1403,6
520,creighton,1166,3,clemson,1155,6
521,creighton,1166,3,byu,1140,6
522,creighton,1166,3,south carolina,1376,6
523,creighton,1166,3,texas,1400,7
524,creighton,1166,3,florida,1196,7
525,creighton,1166,3,washington state,1450,7
526,creighton,1166,3,dayton,1173,7
527,creighton,1166,3,florida atlantic,1194,8
528,creighton,1166,3,utah state,1429,8
529,creighton,1166,3,mississippi state,1280,8
530,creighton,1166,3,nebraska,1304,8
531,creighton,1166,3,texas a&m,1401,9
532,creighton,1166,3,northwestern,1321,9
533,creighton,1166,3,michigan state,1277,9
534,creighton,1166,3,tcu,1395,9
535,creighton,1166,3,virginia,1438,10
536,creighton,1166,3,colorado,1160,10
537,creighton,1166,3,boise state,1129,10
538,creighton,1166,3,drake,1179,10
539,creighton,1166,3,nevada,1305,10
540,creighton,1166,3,colorado state,1161,10
541,creighton,1166,3,new mexico,1307,11
542,creighton,1166,3,oregon,1332,11
543,creighton,1166,3,north carolina state,1301,11
544,creighton,1166,3,duquesne,1182,11
545,creighton,1166,3,mcneese,1270,12
546,creighton,1166,3,james madison,1241,12
547,creighton,1166,3,uab,1412,12
548,creighton,1166,3,grand canyon,1213,12
549,creighton,1166,3,samford,1359,13
550,creighton,1166,3,vermont,1436,13
551,creighton,1166,3,yale,1463,13
552,creighton,1166,3,charleston,1158,13
553,creighton,1166,3,oakland,1324,14
554,creighton,1166,3,akron,1103,14
555,creighton,1166,3,morehead state,1287,14
556,creighton,1166,3,colgate,1159,14
557,creighton,1166,3,long beach state,1253,15
558,creighton,1166,3,south dakota state,1355,15
559,creighton,1166,3,saint peter's,1389,15
560,creighton,1166,3,western kentucky,1443,15
561,creighton,1166,3,grambling state,1212,16
562,creighton,1166,3,stetson,1391,16
563,creighton,1166,3,howard,1224,16
564,creighton,1166,3,longwood,1255,16
565,creighton,1166,3,montana state,1286,16
566,creighton,1166,3,wagner,1447,16
567,baylor,1124,3,illinois,1228,3
568,baylor,1124,3,kentucky,1246,3
569,baylor,1124,3,alabama,1104,4
570,baylor,1124,3,kansas,1242,4
571,baylor,1124,3,auburn,1120,4
572,baylor,1124,3,duke,1181,4
573,baylor,1124,3,saint mary's,1388,5
574,baylor,1124,3,gonzaga,1211,5
575,baylor,1124,3,wisconsin,1458,5
576,baylor,1124,3,san diego state,1361,5
577,baylor,1124,3,texas tech,1403,6
578,baylor,1124,3,clemson,1155,6
579,baylor,1124,3,byu,1140,6
580,baylor,1124,3,south carolina,1376,6
581,baylor,1124,3,texas,1400,7
582,baylor,1124,3,florida,1196,7
583,baylor,1124,3,washington state,1450,7
584,baylor,1124,3,dayton,1173,7
585,baylor,1124,3,florida atlantic,1194,8
586,baylor,1124,3,utah state,1429,8
587,baylor,1124,3,mississippi state,1280,8
588,baylor,1124,3,nebraska,1304,8
589,baylor,1124,3,texas a&m,1401,9
590,baylor,1124,3,northwestern,1321,9
591,baylor,1124,3,michigan state,1277,9
592,baylor,1124,3,tcu,1395,9
593,baylor,1124,3,virginia,1438,10
594,baylor,1124,3,colorado,1160,10
595,baylor,1124,3,boise state,1129,10
596,baylor,1124,3,drake,1179,10
597,baylor,1124,3,nevada,1305,10
598,baylor,1124,3,colorado state,1161,10
599,baylor,1124,3,new mexico,1307,11
600,baylor,1124,3,oregon,1332,11
601,baylor,1124,3,north carolina state,1301,11
602,baylor,1124,3,duquesne,1182,11
603,baylor,1124,3,mcneese,1270,12
604,baylor,1124,3,james madison,1241,12
605,baylor,1124,3,uab,1412,12
606,baylor,1124,3,grand canyon,1213,12
607,baylor,1124,3,samford,1359,13
608,baylor,1124,3,vermont,1436,13
609,baylor,1124,3,yale,1463,13
610,baylor,1124,3,charleston,1158,13
611,baylor,1124,3,oakland,1324,14
612,baylor,1124,3,akron,1103,14
613,baylor,1124,3,morehead state,1287,14
614,baylor,1124,3,colgate,1159,14
615,baylor,1124,3,long beach state,1253,15
616,baylor,1124,3,south dakota state,1355,15
617,baylor,1124,3,saint peter's,1389,15
618,baylor,1124,3,western kentucky,1443,15
619,baylor,1124,3,grambling state,1212,16
620,baylor,1124,3,stetson,1391,16
621,baylor,1124,3,howard,1224,16
622,baylor,1124,3,longwood,1255,16
623,baylor,1124,3,montana state,1286,16
624,baylor,1124,3,wagner,1447,16
625,illinois,1228,3,kentucky,1246,3
626,illinois,1228,3,alabama,1104,4
627,illinois,1228,3,kansas,1242,4
628,illinois,1228,3,auburn,1120,4
629,illinois,1228,3,duke,1181,4
630,illinois,1228,3,saint mary's,1388,5
631,illinois,1228,3,gonzaga,1211,5
632,illinois,1228,3,wisconsin,1458,5
633,illinois,1228,3,san diego state,1361,5
634,illinois,1228,3,texas tech,1403,6
635,illinois,1228,3,clemson,1155,6
636,illinois,1228,3,byu,1140,6
637,illinois,1228,3,south carolina,1376,6
638,illinois,1228,3,texas,1400,7
639,illinois,1228,3,florida,1196,7
640,illinois,1228,3,washington state,1450,7
641,illinois,1228,3,dayton,1173,7
642,illinois,1228,3,florida atlantic,1194,8
643,illinois,1228,3,utah state,1429,8
644,illinois,1228,3,mississippi state,1280,8
645,illinois,1228,3,nebraska,1304,8
646,illinois,1228,3,texas a&m,1401,9
647,illinois,1228,3,northwestern,1321,9
648,illinois,1228,3,michigan state,1277,9
649,illinois,1228,3,tcu,1395,9
650,illinois,1228,3,virginia,1438,10
651,illinois,1228,3,colorado,1160,10
652,illinois,1228,3,boise state,1129,10
653,illinois,1228,3,drake,1179,10
654,illinois,1228,3,nevada,1305,10
655,illinois,1228,3,colorado state,1161,10
656,illinois,1228,3,new mexico,1307,11
657,illinois,1228,3,oregon,1332,11
658,illinois,1228,3,north carolina state,1301,11
659,illinois,1228,3,duquesne,1182,11
660,illinois,1228,3,mcneese,1270,12
661,illinois,1228,3,james madison,1241,12
662,illinois,1228,3,uab,1412,12
663,illinois,1228,3,grand canyon,1213,12
664,illinois,1228,3,samford,1359,13
665,illinois,1228,3,vermont,1436,13
666,illinois,1228,3,yale,1463,13
667,illinois,1228,3,charleston,1158,13
668,illinois,1228,3,oakland,1324,14
669,illinois,1228,3,akron,1103,14
670,illinois,1228,3,morehead state,1287,14
671,illinois,1228,3,colgate,1159,14
672,illinois,1228,3,long beach state,1253,15
673,illinois,1228,3,south dakota state,1355,15
674,illinois,1228,3,saint peter's,1389,15
675,illinois,1228,3,western kentucky,1443,15
676,illinois,1228,3,grambling state,1212,16
677,illinois,1228,3,stetson,1391,16
678,illinois,1228,3,howard,1224,16
679,illinois,1228,3,longwood,1255,16
680,illinois,1228,3,montana state,1286,16
681,illinois,1228,3,wagner,1447,16
682,kentucky,1246,3,alabama,1104,4
