HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions
Virginia,1438,3,Kansas,1242,4,
Kansas,1242,4,Wisconsin,1458,5,
Kansas,1242,4,Wright St,1460,14,
Kentucky,1246,7,Kennesaw,1244,14,
Kennesaw,1244,14,Lehigh,1250,16,
Kennesaw,1244,14,LIU Brooklyn,1254,16,
Louisville,1257,6,Kennesaw,1244,14,
McNeese St,1270,12,Kennesaw,1244,14,
Miami FL,1274,7,Kennesaw,1244,14,
Miami OH,1275,11,Kennesaw,1244,14,
Michigan,1276,1,Kennesaw,1244,14,
Michigan St,1277,3,Kennesaw,1244,14,
Missouri,1281,10,Kennesaw,1244,14,
N Dakota St,1295,14,Kennesaw,1244,14,
NC State,1301,11,Kennesaw,1244,14,
Nebraska,1304,4,Kennesaw,1244,14,
North Carolina,1314,6,Kennesaw,1244,14,
Northern Iowa,1320,12,Kennesaw,1244,14,
Ohio St,1326,8,Kennesaw,1244,14,
Penn,1335,14,Kennesaw,1244,14,
Kennesaw,1244,14,Prairie View,1341,16,
Purdue,1345,2,Kennesaw,1244,14,
Kennesaw,1244,14,Queens NC,1474,15,
Santa Clara,1365,10,Kennesaw,1244,14,
Kennesaw,1244,14,Siena,1373,16,
SMU,1374,11,Kennesaw,1244,14,
South Florida,1378,11,Kennesaw,1244,14,
St John's,1385,5,Kennesaw,1244,14,
St Louis,1387,9,Kennesaw,1244,14,
St Mary's CA,1388,7,Kennesaw,1244,14,
TCU,1395,9,Kennesaw,1244,14,
Tennessee,1397,6,Kennesaw,1244,14,
Kennesaw,1244,14,Tennessee St,1398,15,
Texas,1400,11,Kennesaw,1244,14,
Texas A&M,1401,10,Kennesaw,1244,14,
Texas Tech,1403,5,Kennesaw,1244,14,
Troy,1407,13,Kennesaw,1244,14,
UCF,1416,10,Kennesaw,1244,14,
UCLA,1417,7,Kennesaw,1244,14,
Kennesaw,1244,14,UMBC,1420,16,
Utah St,1429,9,Kennesaw,1244,14,
Vanderbilt,1435,5,Kennesaw,1244,14,
VCU,1433,11,Kennesaw,1244,14,
Villanova,1437,8,Kennesaw,1244,14,
Virginia,1438,3,Kennesaw,1244,14,
Wisconsin,1458,5,Kennesaw,1244,14,
Wright St,1460,14,Kennesaw,1244,14,
Kentucky,1246,7,Lehigh,1250,16,
Kentucky,1246,7,LIU Brooklyn,1254,16,
Louisville,1257,6,Kentucky,1246,7,
Kentucky,1246,7,McNeese St,1270,12,
Kentucky,1246,7,Miami FL,1274,7,
Kentucky,1246,7,Miami OH,1275,11,
Michigan,1276,1,Kentucky,1246,7,
Michigan St,1277,3,Kentucky,1246,7,
Kentucky,1246,7,Missouri,1281,10,
Kentucky,1246,7,N Dakota St,1295,14,
Kentucky,1246,7,NC State,1301,11,
Nebraska,1304,4,Kentucky,1246,7,
North Carolina,1314,6,Kentucky,1246,7,
Kentucky,1246,7,Northern Iowa,1320,12,
Kentucky,1246,7,Ohio St,1326,8,
Kentucky,1246,7,Penn,1335,14,
Kentucky,1246,7,Prairie View,1341,16,
Purdue,1345,2,Kentucky,1246,7,
Kentucky,1246,7,Queens NC,1474,15,
Kentucky,1246,7,Santa Clara,1365,10,
Kentucky,1246,7,Siena,1373,16,
Kentucky,1246,7,SMU,1374,11,
Kentucky,1246,7,South Florida,1378,11,
St John's,1385,5,Kentucky,1246,7,
Kentucky,1246,7,St Louis,1387,9,
Kentucky,1246,7,St Mary's CA,1388,7,
Kentucky,1246,7,TCU,1395,9,
Tennessee,1397,6,Kentucky,1246,7,
Kentucky,1246,7,Tennessee St,1398,15,
Kentucky,1246,7,Texas,1400,11,
Kentucky,1246,7,Texas A&M,1401,10,
Texas Tech,1403,5,Kentucky,1246,7,
Kentucky,1246,7,Troy,1407,13,
Kentucky,1246,7,UCF,1416,10,
Kentucky,1246,7,UCLA,1417,7,
Kentucky,1246,7,UMBC,1420,16,
Kentucky,1246,7,Utah St,1429,9,
Vanderbilt,1435,5,Kentucky,1246,7,
Kentucky,1246,7,VCU,1433,11,
Kentucky,1246,7,Villanova,1437,8,
Virginia,1438,3,Kentucky,1246,7,
Wisconsin,1458,5,Kentucky,1246,7,
Kentucky,1246,7,Wright St,1460,14,
LIU Brooklyn,1254,16,Lehigh,1250,16,
Louisville,1257,6,Lehigh,1250,16,
McNeese St,1270,12,Lehigh,1250,16,
Miami FL,1274,7,Lehigh,1250,16,
Miami OH,1275,11,Lehigh,1250,16,
Michigan,1276,1,Lehigh,1250,16,
Michigan St,1277,3,Lehigh,1250,16,
Missouri,1281,10,Lehigh,1250,16,
N Dakota St,1295,14,Lehigh,1250,16,
NC State,1301,11,Lehigh,1250,16,
Nebraska,1304,4,Lehigh,1250,16,
North Carolina,1314,6,Lehigh,1250,16,
Northern Iowa,1320,12,Lehigh,1250,16,
Ohio St,1326,8,Lehigh,1250,16,
Penn,1335,14,Lehigh,1250,16,
Lehigh,1250,16,Prairie View,1341,16,
Purdue,1345,2,Lehigh,1250,16,
Queens NC,1474,15,Lehigh,1250,16,
Santa Clara,1365,10,Lehigh,1250,16,
Siena,1373,16,Lehigh,1250,16,
SMU,1374,11,Lehigh,1250,16,
South Florida,1378,11,Lehigh,1250,16,
St John's,1385,5,Lehigh,1250,16,
St Louis,1387,9,Lehigh,1250,16,
St Mary's CA,1388,7,Lehigh,1250,16,
TCU,1395,9,Lehigh,1250,16,
Tennessee,1397,6,Lehigh,1250,16,
Tennessee St,1398,15,Lehigh,1250,16,
Texas,1400,11,Lehigh,1250,16,
Texas A&M,1401,10,Lehigh,1250,16,
Texas Tech,1403,5,Lehigh,1250,16,
Troy,1407,13,Lehigh,1250,16,
UCF,1416,10,Lehigh,1250,16,
UCLA,1417,7,Lehigh,1250,16,
UMBC,1420,16,Lehigh,1250,16,
Utah St,1429,9,Lehigh,1250,16,
Vanderbilt,1435,5,Lehigh,1250,16,
VCU,1433,11,Lehigh,1250,16,
Villanova,1437,8,Lehigh,1250,16,
Virginia,1438,3,Lehigh,1250,16,
Wisconsin,1458,5,Lehigh,1250,16,
Wright St,1460,14,Lehigh,1250,16,
Louisville,1257,6,LIU Brooklyn,1254,16,
McNeese St,1270,12,LIU Brooklyn,1254,16,
Miami FL,1274,7,LIU Brooklyn,1254,16,
Miami OH,1275,11,LIU Brooklyn,1254,16,
Michigan,1276,1,LIU Brooklyn,1254,16,
Michigan St,1277,3,LIU Brooklyn,1254,16,
Missouri,1281,10,LIU Brooklyn,1254,16,
N Dakota St,1295,14,LIU Brooklyn,1254,16,
NC State,1301,11,LIU Brooklyn,1254,16,
Nebraska,1304,4,LIU Brooklyn,1254,16,
North Carolina,1314,6,LIU Brooklyn,1254,16,
Northern Iowa,1320,12,LIU Brooklyn,1254,16,
Ohio St,1326,8,LIU Brooklyn,1254,16,
Penn,1335,14,LIU Brooklyn,1254,16,
LIU Brooklyn,1254,16,Prairie View,1341,16,
Purdue,1345,2,LIU Brooklyn,1254,16,
Queens NC,1474,15,LIU Brooklyn,1254,16,
Santa Clara,1365,10,LIU Brooklyn,1254,16,
Siena,1373,16,LIU Brooklyn,1254,16,
SMU,1374,11,LIU Brooklyn,1254,16,
South Florida,1378,11,LIU Brooklyn,1254,16,
St John's,1385,5,LIU Brooklyn,1254,16,
St Louis,1387,9,LIU Brooklyn,1254,16,
St Mary's CA,1388,7,LIU Brooklyn,1254,16,
TCU,1395,9,LIU Brooklyn,1254,16,
Tennessee,1397,6,LIU Brooklyn,1254,16,
Tennessee St,1398,15,LIU Brooklyn,1254,16,
Texas,1400,11,LIU Brooklyn,1254,16,
Texas A&M,1401,10,LIU Brooklyn,1254,16,
Texas Tech,1403,5,LIU Brooklyn,1254,16,
Troy,1407,13,LIU Brooklyn,1254,16,
UCF,1416,10,LIU Brooklyn,1254,16,
UCLA,1417,7,LIU Brooklyn,1254,16,
LIU Brooklyn,1254,16,UMBC,1420,16,
Utah St,1429,9,LIU Brooklyn,1254,16,
Vanderbilt,1435,5,LIU Brooklyn,1254,16,
VCU,1433,11,LIU Brooklyn,1254,16,
Villanova,1437,8,LIU Brooklyn,1254,16,
Virginia,1438,3,LIU Brooklyn,1254,16,
Wisconsin,1458,5,LIU Brooklyn,1254,16,
Wright St,1460,14,LIU Brooklyn,1254,16,
Louisville,1257,6,McNeese St,1270,12,
Louisville,1257,6,Miami FL,1274,7,
Louisville,1257,6,Miami OH,1275,11,
Michigan,1276,1,Louisville,1257,6,
Michigan St,1277,3,Louisville,1257,6,
Louisville,1257,6,Missouri,1281,10,
Louisville,1257,6,N Dakota St,1295,14,
Louisville,1257,6,NC State,1301,11,
Nebraska,1304,4,Louisville,1257,6,
North Carolina,1314,6,Louisville,1257,6,
Louisville,1257,6,Northern Iowa,1320,12,
Louisville,1257,6,Ohio St,1326,8,
Louisville,1257,6,Penn,1335,14,
Louisville,1257,6,Prairie View,1341,16,
Purdue,1345,2,Louisville,1257,6,
Louisville,1257,6,Queens NC,1474,15,
Louisville,1257,6,Santa Clara,1365,10,
Louisville,1257,6,Siena,1373,16,
Louisville,1257,6,SMU,1374,11,
Louisville,1257,6,South Florida,1378,11,
St John's,1385,5,Louisville,1257,6,
Louisville,1257,6,St Louis,1387,9,
Louisville,1257,6,St Mary's CA,1388,7,
Louisville,1257,6,TCU,1395,9,
Tennessee,1397,6,Louisville,1257,6,
Louisville,1257,6,Tennessee St,1398,15,
Louisville,1257,6,Texas,1400,11,
Louisville,1257,6,Texas A&M,1401,10,
Texas Tech,1403,5,Louisville,1257,6,
Louisville,1257,6,Troy,1407,13,
Louisville,1257,6,UCF,1416,10,
Louisville,1257,6,UCLA,1417,7,
Louisville,1257,6,UMBC,1420,16,
Louisville,1257,6,Utah St,1429,9,
Vanderbilt,1435,5,Louisville,1257,6,
Louisville,1257,6,VCU,1433,11,
Louisville,1257,6,Villanova,1437,8,
Virginia,1438,3,Louisville,1257,6,
Wisconsin,1458,5,Louisville,1257,6,
Louisville,1257,6,Wright St,1460,14,
Miami FL,1274,7,McNeese St,1270,12,
Miami OH,1275,11,McNeese St,1270,12,
Michigan,1276,1,McNeese St,1270,12,
Michigan St,1277,3,McNeese St,1270,12,
Missouri,1281,10,McNeese St,1270,12,
McNeese St,1270,12,N Dakota St,1295,14,
NC State,1301,11,McNeese St,1270,12,
Nebraska,1304,4,McNeese St,1270,12,
North Carolina,1314,6,McNeese St,1270,12,
McNeese St,1270,12,Northern Iowa,1320,12,
Ohio St,1326,8,McNeese St,1270,12,
McNeese St,1270,12,Penn,1335,14,
McNeese St,1270,12,Prairie View,1341,16,
Purdue,1345,2,McNeese St,1270,12,
McNeese St,1270,12,Queens NC,1474,15,
Santa Clara,1365,10,McNeese St,1270,12,
McNeese St,1270,12,Siena,1373,16,
SMU,1374,11,McNeese St,1270,12,
South Florida,1378,11,McNeese St,1270,12,
St John's,1385,5,McNeese St,1270,12,
St Louis,1387,9,McNeese St,1270,12,
St Mary's CA,1388,7,McNeese St,1270,12,
TCU,1395,9,McNeese St,1270,12,
Tennessee,1397,6,McNeese St,1270,12,
McNeese St,1270,12,Tennessee St,1398,15,
Texas,1400,11,McNeese St,1270,12,
Texas A&M,1401,10,McNeese St,1270,12,
Texas Tech,1403,5,McNeese St,1270,12,
McNeese St,1270,12,Troy,1407,13,
UCF,1416,10,McNeese St,1270,12,
UCLA,1417,7,McNeese St,1270,12,
McNeese St,1270,12,UMBC,1420,16,
Utah St,1429,9,McNeese St,1270,12,
Vanderbilt,1435,5,McNeese St,1270,12,
VCU,1433,11,McNeese St,1270,12,
Villanova,1437,8,McNeese St,1270,12,
Virginia,1438,3,McNeese St,1270,12,
Wisconsin,1458,5,McNeese St,1270,12,
McNeese St,1270,12,Wright St,1460,14,
Miami FL,1274,7,Miami OH,1275,11,
Michigan,1276,1,Miami FL,1274,7,
Michigan St,1277,3,Miami FL,1274,7,
Miami FL,1274,7,Missouri,1281,10,
Miami FL,1274,7,N Dakota St,1295,14,
Miami FL,1274,7,NC State,1301,11,
Nebraska,1304,4,Miami FL,1274,7,
North Carolina,1314,6,Miami FL,1274,7,
Miami FL,1274,7,Northern Iowa,1320,12,
Miami FL,1274,7,Ohio St,1326,8,
Miami FL,1274,7,Penn,1335,14,
Miami FL,1274,7,Prairie View,1341,16,
Purdue,1345,2,Miami FL,1274,7,
Miami FL,1274,7,Queens NC,1474,15,
Miami FL,1274,7,Santa Clara,1365,10,
Miami FL,1274,7,Siena,1373,16,
Miami FL,1274,7,SMU,1374,11,
Miami FL,1274,7,South Florida,1378,11,
St John's,1385,5,Miami FL,1274,7,
Miami FL,1274,7,St Louis,1387,9,
St Mary's CA,1388,7,Miami FL,1274,7,
Miami FL,1274,7,TCU,1395,9,
Tennessee,1397,6,Miami FL,1274,7,
Miami FL,1274,7,Tennessee St,1398,15,
Miami FL,1274,7,Texas,1400,11,
Miami FL,1274,7,Texas A&M,1401,10,
Texas Tech,1403,5,Miami FL,1274,7,
Miami FL,1274,7,Troy,1407,13,
Miami FL,1274,7,UCF,1416,10,
Miami FL,1274,7,UCLA,1417,7,
Miami FL,1274,7,UMBC,1420,16,
Miami FL,1274,7,Utah St,1429,9,
Vanderbilt,1435,5,Miami FL,1274,7,
Miami FL,1274,7,VCU,1433,11,
Miami FL,1274,7,Villanova,1437,8,
Virginia,1438,3,Miami FL,1274,7,
Wisconsin,1458,5,Miami FL,1274,7,
Miami FL,1274,7,Wright St,1460,14,
Michigan,1276,1,Miami OH,1275,11,
Michigan St,1277,3,Miami OH,1275,11,
Missouri,1281,10,Miami OH,1275,11,
Miami OH,1275,11,N Dakota St,1295,14,
NC State,1301,11,Miami OH,1275,11,
Nebraska,1304,4,Miami OH,1275,11,
North Carolina,1314,6,Miami OH,1275,11,
Miami OH,1275,11,Northern Iowa,1320,12,
Ohio St,1326,8,Miami OH,1275,11,
Miami OH,1275,11,Penn,1335,14,
Miami OH,1275,11,Prairie View,1341,16,
Purdue,1345,2,Miami OH,1275,11,
Miami OH,1275,11,Queens NC,1474,15,
Santa Clara,1365,10,Miami OH,1275,11,
Miami OH,1275,11,Siena,1373,16,
SMU,1374,11,Miami OH,1275,11,
Miami OH,1275,11,South Florida,1378,11,
St John's,1385,5,Miami OH,1275,11,
St Louis,1387,9,Miami OH,1275,11,
St Mary's CA,1388,7,Miami OH,1275,11,
TCU,1395,9,Miami OH,1275,11,
Tennessee,1397,6,Miami OH,1275,11,
Miami OH,1275,11,Tennessee St,1398,15,
Texas,1400,11,Miami OH,1275,11,
Texas A&M,1401,10,Miami OH,1275,11,
Texas Tech,1403,5,Miami OH,1275,11,
Miami OH,1275,11,Troy,1407,13,
UCF,1416,10,Miami OH,1275,11,
UCLA,1417,7,Miami OH,1275,11,
Miami OH,1275,11,UMBC,1420,16,
Utah St,1429,9,Miami OH,1275,11,
Vanderbilt,1435,5,Miami OH,1275,11,
Miami OH,1275,11,VCU,1433,11,
Villanova,1437,8,Miami OH,1275,11,
Virginia,1438,3,Miami OH,1275,11,
Wisconsin,1458,5,Miami OH,1275,11,
Miami OH,1275,11,Wright St,1460,14,
Michigan,1276,1,Michigan St,1277,3,
Michigan,1276,1,Missouri,1281,10,
Michigan,1276,1,N Dakota St,1295,14,
Michigan,1276,1,NC State,1301,11,
Michigan,1276,1,Nebraska,1304,4,
Michigan,1276,1,North Carolina,1314,6,
Michigan,1276,1,Northern Iowa,1320,12,
Michigan,1276,1,Ohio St,1326,8,
Michigan,1276,1,Penn,1335,14,
Michigan,1276,1,Prairie View,1341,16,
Michigan,1276,1,Purdue,1345,2,
Michigan,1276,1,Queens NC,1474,15,
Michigan,1276,1,Santa Clara,1365,10,
Michigan,1276,1,Siena,1373,16,
Michigan,1276,1,SMU,1374,11,
Michigan,1276,1,South Florida,1378,11,
Michigan,1276,1,St John's,1385,5,
Michigan,1276,1,St Louis,1387,9,
Michigan,1276,1,St Mary's CA,1388,7,
Michigan,1276,1,TCU,1395,9,
Michigan,1276,1,Tennessee,1397,6,
Michigan,1276,1,Tennessee St,1398,15,
Michigan,1276,1,Texas,1400,11,
Michigan,1276,1,Texas A&M,1401,10,
Michigan,1276,1,Texas Tech,1403,5,
Michigan,1276,1,Troy,1407,13,
Michigan,1276,1,UCF,1416,10,
Michigan,1276,1,UCLA,1417,7,
Michigan,1276,1,UMBC,1420,16,
Michigan,1276,1,Utah St,1429,9,
Michigan,1276,1,Vanderbilt,1435,5,
Michigan,1276,1,VCU,1433,11,
Michigan,1276,1,Villanova,1437,8,
Michigan,1276,1,Virginia,1438,3,
Michigan,1276,1,Wisconsin,1458,5,
Michigan,1276,1,Wright St,1460,14,
Michigan St,1277,3,Missouri,1281,10,
Michigan St,1277,3,N Dakota St,1295,14,
Michigan St,1277,3,NC State,1301,11,
Michigan St,1277,3,Nebraska,1304,4,
Michigan St,1277,3,North Carolina,1314,6,
Michigan St,1277,3,Northern Iowa,1320,12,
Michigan St,1277,3,Ohio St,1326,8,
Michigan St,1277,3,Penn,1335,14,
Michigan St,1277,3,Prairie View,1341,16,
Purdue,1345,2,Michigan St,1277,3,
Michigan St,1277,3,Queens NC,1474,15,
Michigan St,1277,3,Santa Clara,1365,10,
Michigan St,1277,3,Siena,1373,16,
Michigan St,1277,3,SMU,1374,11,
Michigan St,1277,3,South Florida,1378,11,
Michigan St,1277,3,St John's,1385,5,
Michigan St,1277,3,St Louis,1387,9,
Michigan St,1277,3,St Mary's CA,1388,7,
Michigan St,1277,3,TCU,1395,9,
Michigan St,1277,3,Tennessee,1397,6,
Michigan St,1277,3,Tennessee St,1398,15,
Michigan St,1277,3,Texas,1400,11,
Michigan St,1277,3,Texas A&M,1401,10,
Michigan St,1277,3,Texas Tech,1403,5,
Michigan St,1277,3,Troy,1407,13,
Michigan St,1277,3,UCF,1416,10,
Michigan St,1277,3,UCLA,1417,7,
Michigan St,1277,3,UMBC,1420,16,
Michigan St,1277,3,Utah St,1429,9,
Michigan St,1277,3,Vanderbilt,1435,5,
Michigan St,1277,3,VCU,1433,11,
Michigan St,1277,3,Villanova,1437,8,
Michigan St,1277,3,Virginia,1438,3,
Michigan St,1277,3,Wisconsin,1458,5,
Michigan St,1277,3,Wright St,1460,14,
Missouri,1281,10,N Dakota St,1295,14,
Missouri,1281,10,NC State,1301,11,
Nebraska,1304,4,Missouri,1281,10,
North Carolina,1314,6,Missouri,1281,10,
Missouri,1281,10,Northern Iowa,1320,12,
Ohio St,1326,8,Missouri,1281,10,
Missouri,1281,10,Penn,1335,14,
Missouri,1281,10,Prairie View,1341,16,
Purdue,1345,2,Missouri,1281,10,
Missouri,1281,10,Queens NC,1474,15,
Santa Clara,1365,10,Missouri,1281,10,
Missouri,1281,10,Siena,1373,16,
Missouri,1281,10,SMU,1374,11,
Missouri,1281,10,South Florida,1378,11,
St John's,1385,5,Missouri,1281,10,
St Louis,1387,9,Missouri,1281,10,
St Mary's CA,1388,7,Missouri,1281,10,
TCU,1395,9,Missouri,1281,10,
Tennessee,1397,6,Missouri,1281,10,
Missouri,1281,10,Tennessee St,1398,15,
Missouri,1281,10,Texas,1400,11,
Missouri,1281,10,Texas A&M,1401,10,
Texas Tech,1403,5,Missouri,1281,10,
Missouri,1281,10,Troy,1407,13,
UCF,1416,10,Missouri,1281,10,
UCLA,1417,7,Missouri,1281,10,
Missouri,1281,10,UMBC,1420,16,
Utah St,1429,9,Missouri,1281,10,
Vanderbilt,1435,5,Missouri,1281,10,
Missouri,1281,10,VCU,1433,11,
Villanova,1437,8,Missouri,1281,10,
Virginia,1438,3,Missouri,1281,10,
Wisconsin,1458,5,Missouri,1281,10,
Missouri,1281,10,Wright St,1460,14,
NC State,1301,11,N Dakota St,1295,14,
Nebraska,1304,4,N Dakota St,1295,14,
North Carolina,1314,6,N Dakota St,1295,14,
Northern Iowa,1320,12,N Dakota St,1295,14,
Ohio St,1326,8,N Dakota St,1295,14,
N Dakota St,1295,14,Penn,1335,14,
N Dakota St,1295,14,Prairie View,1341,16,
Purdue,1345,2,N Dakota St,1295,14,
N Dakota St,1295,14,Queens NC,1474,15,
Santa Clara,1365,10,N Dakota St,1295,14,
N Dakota St,1295,14,Siena,1373,16,
SMU,1374,11,N Dakota St,1295,14,
South Florida,1378,11,N Dakota St,1295,14,
St John's,1385,5,N Dakota St,1295,14,
St Louis,1387,9,N Dakota St,1295,14,
St Mary's CA,1388,7,N Dakota St,1295,14,
TCU,1395,9,N Dakota St,1295,14,
Tennessee,1397,6,N Dakota St,1295,14,
N Dakota St,1295,14,Tennessee St,1398,15,
Texas,1400,11,N Dakota St,1295,14,
Texas A&M,1401,10,N Dakota St,1295,14,
Texas Tech,1403,5,N Dakota St,1295,14,
Troy,1407,13,N Dakota St,1295,14,
UCF,1416,10,N Dakota St,1295,14,
UCLA,1417,7,N Dakota St,1295,14,
N Dakota St,1295,14,UMBC,1420,16,
Utah St,1429,9,N Dakota St,1295,14,
Vanderbilt,1435,5,N Dakota St,1295,14,
VCU,1433,11,N Dakota St,1295,14,
Villanova,1437,8,N Dakota St,1295,14,
Virginia,1438,3,N Dakota St,1295,14,
Wisconsin,1458,5,N Dakota St,1295,14,
N Dakota St,1295,14,Wright St,1460,14,
Nebraska,1304,4,NC State,1301,11,
North Carolina,1314,6,NC State,1301,11,
NC State,1301,11,Northern Iowa,1320,12,
Ohio St,1326,8,NC State,1301,11,
NC State,1301,11,Penn,1335,14,
NC State,1301,11,Prairie View,1341,16,
Purdue,1345,2,NC State,1301,11,
NC State,1301,11,Queens NC,1474,15,
Santa Clara,1365,10,NC State,1301,11,
NC State,1301,11,Siena,1373,16,
NC State,1301,11,SMU,1374,11,
NC State,1301,11,South Florida,1378,11,
St John's,1385,5,NC State,1301,11,
St Louis,1387,9,NC State,1301,11,
St Mary's CA,1388,7,NC State,1301,11,
TCU,1395,9,NC State,1301,11,
Tennessee,1397,6,NC State,1301,11,
NC State,1301,11,Tennessee St,1398,15,
NC State,1301,11,Texas,1400,11,
Texas A&M,1401,10,NC State,1301,11,
Texas Tech,1403,5,NC State,1301,11,
NC State,1301,11,Troy,1407,13,
UCF,1416,10,NC State,1301,11,
UCLA,1417,7,NC State,1301,11,
NC State,1301,11,UMBC,1420,16,
Utah St,1429,9,NC State,1301,11,
Vanderbilt,1435,5,NC State,1301,11,
NC State,1301,11,VCU,1433,11,
Villanova,1437,8,NC State,1301,11,
Virginia,1438,3,NC State,1301,11,
Wisconsin,1458,5,NC State,1301,11,
NC State,1301,11,Wright St,1460,14,
Nebraska,1304,4,North Carolina,1314,6,
Nebraska,1304,4,Northern Iowa,1320,12,
Nebraska,1304,4,Ohio St,1326,8,
Nebraska,1304,4,Penn,1335,14,
Nebraska,1304,4,Prairie View,1341,16,
Purdue,1345,2,Nebraska,1304,4,
Nebraska,1304,4,Queens NC,1474,15,
Nebraska,1304,4,Santa Clara,1365,10,
Nebraska,1304,4,Siena,1373,16,
Nebraska,1304,4,SMU,1374,11,
Nebraska,1304,4,South Florida,1378,11,
Nebraska,1304,4,St John's,1385,5,
Nebraska,1304,4,St Louis,1387,9,
Nebraska,1304,4,St Mary's CA,1388,7,
Nebraska,1304,4,TCU,1395,9,
Nebraska,1304,4,Tennessee,1397,6,
Nebraska,1304,4,Tennessee St,1398,15,
Nebraska,1304,4,Texas,1400,11,
Nebraska,1304,4,Texas A&M,1401,10,
Nebraska,1304,4,Texas Tech,1403,5,
Nebraska,1304,4,Troy,1407,13,
Nebraska,1304,4,UCF,1416,10,
Nebraska,1304,4,UCLA,1417,7,
Nebraska,1304,4,UMBC,1420,16,
Nebraska,1304,4,Utah St,1429,9,
Nebraska,1304,4,Vanderbilt,1435,5,
Nebraska,1304,4,VCU,1433,11,
Nebraska,1304,4,Villanova,1437,8,
Virginia,1438,3,Nebraska,1304,4,
Nebraska,1304,4,Wisconsin,1458,5,
Nebraska,1304,4,Wright St,1460,14,
North Carolina,1314,6,Northern Iowa,1320,12,
North Carolina,1314,6,Ohio St,1326,8,
North Carolina,1314,6,Penn,1335,14,
North Carolina,1314,6,Prairie View,1341,16,
Purdue,1345,2,North Carolina,1314,6,
North Carolina,1314,6,Queens NC,1474,15,
North Carolina,1314,6,Santa Clara,1365,10,
North Carolina,1314,6,Siena,1373,16,
North Carolina,1314,6,SMU,1374,11,
North Carolina,1314,6,South Florida,1378,11,
St John's,1385,5,North Carolina,1314,6,
North Carolina,1314,6,St Louis,1387,9,
North Carolina,1314,6,St Mary's CA,1388,7,
North Carolina,1314,6,TCU,1395,9,
Tennessee,1397,6,North Carolina,1314,6,
North Carolina,1314,6,Tennessee St,1398,15,
North Carolina,1314,6,Texas,1400,11,
North Carolina,1314,6,Texas A&M,1401,10,
Texas Tech,1403,5,North Carolina,1314,6,
North Carolina,1314,6,Troy,1407,13,
North Carolina,1314,6,UCF,1416,10,
North Carolina,1314,6,UCLA,1417,7,
North Carolina,1314,6,UMBC,1420,16,
North Carolina,1314,6,Utah St,1429,9,
Vanderbilt,1435,5,North Carolina,1314,6,
North Carolina,1314,6,VCU,1433,11,
North Carolina,1314,6,Villanova,1437,8,
Virginia,1438,3,North Carolina,1314,6,
Wisconsin,1458,5,North Carolina,1314,6,
North Carolina,1314,6,Wright St,1460,14,
Ohio St,1326,8,Northern Iowa,1320,12,
Northern Iowa,1320,12,Penn,1335,14,
Northern Iowa,1320,12,Prairie View,1341,16,
Purdue,1345,2,Northern Iowa,1320,12,
Northern Iowa,1320,12,Queens NC,1474,15,
Santa Clara,1365,10,Northern Iowa,1320,12,
Northern Iowa,1320,12,Siena,1373,16,
SMU,1374,11,Northern Iowa,1320,12,
South Florida,1378,11,Northern Iowa,1320,12,
St John's,1385,5,Northern Iowa,1320,12,
St Louis,1387,9,Northern Iowa,1320,12,
St Mary's CA,1388,7,Northern Iowa,1320,12,
TCU,1395,9,Northern Iowa,1320,12,
Tennessee,1397,6,Northern Iowa,1320,12,
Northern Iowa,1320,12,Tennessee St,1398,15,
Texas,1400,11,Northern Iowa,1320,12,
Texas A&M,1401,10,Northern Iowa,1320,12,
Texas Tech,1403,5,Northern Iowa,1320,12,
Northern Iowa,1320,12,Troy,1407,13,
UCF,1416,10,Northern Iowa,1320,12,
UCLA,1417,7,Northern Iowa,1320,12,
Northern Iowa,1320,12,UMBC,1420,16,
Utah St,1429,9,Northern Iowa,1320,12,
Vanderbilt,1435,5,Northern Iowa,1320,12,
VCU,1433,11,Northern Iowa,1320,12,
Villanova,1437,8,Northern Iowa,1320,12,
Virginia,1438,3,Northern Iowa,1320,12,
Wisconsin,1458,5,Northern Iowa,1320,12,
Northern Iowa,1320,12,Wright St,1460,14,
Ohio St,1326,8,Penn,1335,14,
Ohio St,1326,8,Prairie View,1341,16,
Purdue,1345,2,Ohio St,1326,8,
Ohio St,1326,8,Queens NC,1474,15,
Ohio St,1326,8,Santa Clara,1365,10,
Ohio St,1326,8,Siena,1373,16,
Ohio St,1326,8,SMU,1374,11,
Ohio St,1326,8,South Florida,1378,11,
St John's,1385,5,Ohio St,1326,8,
Ohio St,1326,8,St Louis,1387,9,
St Mary's CA,1388,7,Ohio St,1326,8,
Ohio St,1326,8,TCU,1395,9,
Tennessee,1397,6,Ohio St,1326,8,
Ohio St,1326,8,Tennessee St,1398,15,
Ohio St,1326,8,Texas,1400,11,
Ohio St,1326,8,Texas A&M,1401,10,
Texas Tech,1403,5,Ohio St,1326,8,
Ohio St,1326,8,Troy,1407,13,
Ohio St,1326,8,UCF,1416,10,
UCLA,1417,7,Ohio St,1326,8,
Ohio St,1326,8,UMBC,1420,16,
Ohio St,1326,8,Utah St,1429,9,
Vanderbilt,1435,5,Ohio St,1326,8,
Ohio St,1326,8,VCU,1433,11,
Villanova,1437,8,Ohio St,1326,8,
Virginia,1438,3,Ohio St,1326,8,
Wisconsin,1458,5,Ohio St,1326,8,
